"AGE_1","INCOME_1","TIMELAG_1","NUM_GIFTS_1","NUM_PROM_1","AMOUNT_GIFTS_1","AMOUNT_LASTGIFT_1","GIFT_RECENCY_1","PROM_RECENCY_1","ACTION_1","REWARD_1","AGE_2","INCOME_2","TIMELAG_2","NUM_GIFTS_2","NUM_PROM_2","AMOUNT_GIFTS_2","AMOUNT_LASTGIFT_2","GIFT_RECENCY_2","PROM_RECENCY_2","ACTION_2","REWARD_2","AGE_3","INCOME_3","TIMELAG_3","NUM_GIFTS_3","NUM_PROM_3","AMOUNT_GIFTS_3","AMOUNT_LASTGIFT_3","GIFT_RECENCY_3","PROM_RECENCY_3","ACTION_3","REWARD_3","AGE_4","INCOME_4","TIMELAG_4","NUM_GIFTS_4","NUM_PROM_4","AMOUNT_GIFTS_4","AMOUNT_LASTGIFT_4","GIFT_RECENCY_4","PROM_RECENCY_4","ACTION_4","REWARD_4","AGE_5","INCOME_5","TIMELAG_5","NUM_GIFTS_5","NUM_PROM_5","AMOUNT_GIFTS_5","AMOUNT_LASTGIFT_5","GIFT_RECENCY_5","PROM_RECENCY_5","ACTION_5","REWARD_5","AGE_6","INCOME_6","TIMELAG_6","NUM_GIFTS_6","NUM_PROM_6","AMOUNT_GIFTS_6","AMOUNT_LASTGIFT_6","GIFT_RECENCY_6","PROM_RECENCY_6","ACTION_6","REWARD_6","AGE_7","INCOME_7","TIMELAG_7","NUM_GIFTS_7","NUM_PROM_7","AMOUNT_GIFTS_7","AMOUNT_LASTGIFT_7","GIFT_RECENCY_7","PROM_RECENCY_7","ACTION_7","REWARD_7","AGE_8","INCOME_8","TIMELAG_8","NUM_GIFTS_8","NUM_PROM_8","AMOUNT_GIFTS_8","AMOUNT_LASTGIFT_8","GIFT_RECENCY_8","PROM_RECENCY_8","ACTION_8","REWARD_8","AGE_9","INCOME_9","TIMELAG_9","NUM_GIFTS_9","NUM_PROM_9","AMOUNT_GIFTS_9","AMOUNT_LASTGIFT_9","GIFT_RECENCY_9","PROM_RECENCY_9","ACTION_9","REWARD_9","AGE_10","INCOME_10","TIMELAG_10","NUM_GIFTS_10","NUM_PROM_10","AMOUNT_GIFTS_10","AMOUNT_LASTGIFT_10","GIFT_RECENCY_10","PROM_RECENCY_10","ACTION_10","REWARD_10","AGE_11","INCOME_11","TIMELAG_11","NUM_GIFTS_11","NUM_PROM_11","AMOUNT_GIFTS_11","AMOUNT_LASTGIFT_11","GIFT_RECENCY_11","PROM_RECENCY_11","ACTION_11","REWARD_11","AGE_12","INCOME_12","TIMELAG_12","NUM_GIFTS_12","NUM_PROM_12","AMOUNT_GIFTS_12","AMOUNT_LASTGIFT_12","GIFT_RECENCY_12","PROM_RECENCY_12","ACTION_12","REWARD_12","AGE_13","INCOME_13","TIMELAG_13","NUM_GIFTS_13","NUM_PROM_13","AMOUNT_GIFTS_13","AMOUNT_LASTGIFT_13","GIFT_RECENCY_13","PROM_RECENCY_13","ACTION_13","REWARD_13","AGE_14","INCOME_14","TIMELAG_14","NUM_GIFTS_14","NUM_PROM_14","AMOUNT_GIFTS_14","AMOUNT_LASTGIFT_14","GIFT_RECENCY_14","PROM_RECENCY_14","ACTION_14","REWARD_14","AGE_15","INCOME_15","TIMELAG_15","NUM_GIFTS_15","NUM_PROM_15","AMOUNT_GIFTS_15","AMOUNT_LASTGIFT_15","GIFT_RECENCY_15","PROM_RECENCY_15","ACTION_15","REWARD_15","AGE_16","INCOME_16","TIMELAG_16","NUM_GIFTS_16","NUM_PROM_16","AMOUNT_GIFTS_16","AMOUNT_LASTGIFT_16","GIFT_RECENCY_16","PROM_RECENCY_16","ACTION_16","REWARD_16","AGE_17","INCOME_17","TIMELAG_17","NUM_GIFTS_17","NUM_PROM_17","AMOUNT_GIFTS_17","AMOUNT_LASTGIFT_17","GIFT_RECENCY_17","PROM_RECENCY_17","ACTION_17","REWARD_17","AGE_18","INCOME_18","TIMELAG_18","NUM_GIFTS_18","NUM_PROM_18","AMOUNT_GIFTS_18","AMOUNT_LASTGIFT_18","GIFT_RECENCY_18","PROM_RECENCY_18","ACTION_18","REWARD_18","AGE_19","INCOME_19","TIMELAG_19","NUM_GIFTS_19","NUM_PROM_19","AMOUNT_GIFTS_19","AMOUNT_LASTGIFT_19","GIFT_RECENCY_19","PROM_RECENCY_19","ACTION_19","REWARD_19","AGE_20","INCOME_20","TIMELAG_20","NUM_GIFTS_20","NUM_PROM_20","AMOUNT_GIFTS_20","AMOUNT_LASTGIFT_20","GIFT_RECENCY_20","PROM_RECENCY_20","ACTION_20","REWARD_20","AGE_21","INCOME_21","TIMELAG_21","NUM_GIFTS_21","NUM_PROM_21","AMOUNT_GIFTS_21","AMOUNT_LASTGIFT_21","GIFT_RECENCY_21","PROM_RECENCY_21","ACTION_21","REWARD_21","AGE_22","INCOME_22","TIMELAG_22","NUM_GIFTS_22","NUM_PROM_22","AMOUNT_GIFTS_22","AMOUNT_LASTGIFT_22","GIFT_RECENCY_22","PROM_RECENCY_22","ACTION_22","REWARD_22","AGE_23","INCOME_23","TIMELAG_23","NUM_GIFTS_23","NUM_PROM_23","AMOUNT_GIFTS_23","AMOUNT_LASTGIFT_23","GIFT_RECENCY_23","PROM_RECENCY_23","ACTION_23","REWARD_23","AGE_24","INCOME_24","TIMELAG_24","NUM_GIFTS_24","NUM_PROM_24","AMOUNT_GIFTS_24","AMOUNT_LASTGIFT_24","GIFT_RECENCY_24","PROM_RECENCY_24","ACTION_24","REWARD_24","AGE_25","INCOME_25","TIMELAG_25","NUM_GIFTS_25","NUM_PROM_25","AMOUNT_GIFTS_25","AMOUNT_LASTGIFT_25","GIFT_RECENCY_25","PROM_RECENCY_25"
NA,6,37,3,39,65.0,30.0,11,0,false,0.0,NA,6,37,3,39,65.0,30.0,12,1,false,0.0,NA,6,37,3,39,65.0,30.0,13,2,false,0.0,NA,6,37,3,39,65.0,30.0,14,3,true,-0.68,NA,6,37,3,40,65.0,30.0,15,0,false,0.0,NA,6,37,3,40,65.0,30.0,16,1,false,0.0,NA,6,37,3,40,65.0,30.0,17,2,true,-0.68,NA,6,37,3,41,65.0,30.0,18,0,false,0.0,NA,6,37,3,41,65.0,30.0,19,1,true,-0.68,NA,6,37,3,42,65.0,30.0,20,0,false,0.0,NA,6,37,3,42,65.0,30.0,21,1,true,-0.68,NA,6,37,3,43,65.0,30.0,22,0,true,-0.68,NA,6,37,3,44,65.0,30.0,23,0,true,29.32,NA,6,37,4,45,95.0,30.0,0,0,true,19.32,NA,6,37,5,46,115.0,20.0,0,0,false,0.0,NA,6,37,5,46,115.0,20.0,1,1,false,0.0,NA,6,37,5,46,115.0,20.0,2,2,false,0.0,NA,6,37,5,46,115.0,20.0,3,3,false,0.0,NA,6,37,5,46,115.0,20.0,4,4,false,0.0,NA,6,37,5,46,115.0,20.0,5,5,false,0.0,NA,6,37,5,46,115.0,20.0,6,6,true,-0.68,NA,6,37,5,47,115.0,20.0,7,0,false,0.0,NA,6,37,5,47,115.0,20.0,8,1,false,0.0,NA,6,37,5,47,115.0,20.0,9,2,false,0.0,NA,6,37,5,47,115.0,20.0,10,3
44,NA,2,7,26,32.0,6.0,3,1,false,0.0,44,NA,2,7,26,32.0,6.0,4,2,false,0.0,44,NA,2,7,26,32.0,6.0,5,3,true,-0.68,44,NA,2,7,27,32.0,6.0,6,0,true,-0.68,44,NA,2,7,28,32.0,6.0,7,0,true,9.32,44,NA,2,8,29,42.0,10.0,0,0,true,-0.68,44,NA,2,8,30,42.0,10.0,1,0,true,-0.68,44,NA,2,8,31,42.0,10.0,2,0,true,-0.68,44,NA,2,8,32,42.0,10.0,3,0,false,0.0,44,NA,2,8,32,42.0,10.0,4,1,true,-0.68,44,NA,2,8,33,42.0,10.0,5,0,false,0.0,44,NA,2,8,33,42.0,10.0,6,1,false,0.0,45,NA,2,8,33,42.0,10.0,7,2,false,0.0,45,NA,2,8,33,42.0,10.0,8,3,false,0.0,45,NA,2,8,33,42.0,10.0,9,4,false,0.0,45,NA,2,8,33,42.0,10.0,10,5,true,1.3199999999999998,45,NA,2,9,34,44.0,2.0,0,0,false,0.0,45,NA,2,9,34,44.0,2.0,1,1,false,0.0,45,NA,2,9,34,44.0,2.0,2,2,true,-0.68,45,NA,2,9,35,44.0,2.0,3,0,true,-0.68,45,NA,2,9,36,44.0,2.0,4,0,false,0.0,45,NA,2,9,36,44.0,2.0,5,1,false,0.0,45,NA,2,9,36,44.0,2.0,6,2,true,-0.68,45,NA,2,9,37,44.0,2.0,7,0,false,0.0,46,NA,2,9,37,44.0,2.0,8,1
44,5,14,2,21,14.0,9.0,7,1,false,0.0,44,5,14,2,21,14.0,9.0,8,2,false,0.0,44,5,14,2,21,14.0,9.0,9,3,false,0.0,44,5,14,2,21,14.0,9.0,10,4,false,0.0,44,5,14,2,21,14.0,9.0,11,5,false,0.0,44,5,14,2,21,14.0,9.0,12,6,true,19.32,44,5,14,3,22,34.0,20.0,0,0,true,14.32,44,5,14,4,23,49.0,15.0,0,0,true,19.32,44,5,14,5,24,69.0,20.0,0,0,false,0.0,44,5,14,5,24,69.0,20.0,1,1,false,0.0,44,5,14,5,24,69.0,20.0,2,2,false,0.0,44,5,14,5,24,69.0,20.0,3,3,true,-0.68,45,5,14,5,25,69.0,20.0,4,0,true,4.32,45,5,14,6,26,74.0,5.0,0,0,false,0.0,45,5,14,6,26,74.0,5.0,1,1,true,11.32,45,5,14,7,27,86.0,12.0,0,0,true,5.32,45,5,14,8,28,92.0,6.0,0,0,true,-0.68,45,5,14,8,29,92.0,6.0,1,0,false,0.0,45,5,14,8,29,92.0,6.0,2,1,true,2.32,45,5,14,9,30,95.0,3.0,0,0,true,16.32,45,5,14,10,31,112.0,17.0,0,0,false,0.0,45,5,14,10,31,112.0,17.0,1,1,true,4.32,45,5,14,11,32,117.0,5.0,0,0,true,-0.68,45,5,14,11,33,117.0,5.0,1,0,true,-0.68,46,5,14,11,34,117.0,5.0,2,0
55,6,5,22,65,165.0,5.0,4,0,true,-0.68,55,6,5,22,66,165.0,5.0,5,0,false,0.0,55,6,5,22,66,165.0,5.0,6,1,false,0.0,55,6,5,22,66,165.0,5.0,7,2,false,0.0,55,6,5,22,66,165.0,5.0,8,3,true,-0.68,55,6,5,22,67,165.0,5.0,9,0,true,-0.68,55,6,5,22,68,165.0,5.0,10,0,true,-0.68,55,6,5,22,69,165.0,5.0,11,0,false,0.0,55,6,5,22,69,165.0,5.0,12,1,false,0.0,55,6,5,22,69,165.0,5.0,13,2,true,14.32,55,6,5,23,70,180.0,15.0,0,0,false,0.0,55,6,5,23,70,180.0,15.0,1,1,false,0.0,56,6,5,23,70,180.0,15.0,2,2,false,0.0,56,6,5,23,70,180.0,15.0,3,3,true,-0.68,56,6,5,23,71,180.0,15.0,4,0,false,0.0,56,6,5,23,71,180.0,15.0,5,1,false,0.0,56,6,5,23,71,180.0,15.0,6,2,false,0.0,56,6,5,23,71,180.0,15.0,7,3,true,-0.68,56,6,5,23,72,180.0,15.0,8,0,true,-0.68,56,6,5,23,73,180.0,15.0,9,0,true,-0.68,56,6,5,23,74,180.0,15.0,10,0,true,24.32,56,6,5,24,75,205.0,25.0,0,0,true,-0.68,56,6,5,24,76,205.0,25.0,1,0,true,-0.68,56,6,5,24,77,205.0,25.0,2,0,true,-0.68,57,6,5,24,78,205.0,25.0,3,0
55,5,7,3,22,42.0,20.0,2,1,false,0.0,55,5,7,3,22,42.0,20.0,3,2,true,5.32,55,5,7,4,23,48.0,6.0,0,0,true,-0.68,55,5,7,4,24,48.0,6.0,1,0,false,0.0,55,5,7,4,24,48.0,6.0,2,1,false,0.0,55,5,7,4,24,48.0,6.0,3,2,true,-0.68,55,5,7,4,25,48.0,6.0,4,0,false,0.0,55,5,7,4,25,48.0,6.0,5,1,true,-0.68,55,5,7,4,26,48.0,6.0,6,0,true,-0.68,55,5,7,4,27,48.0,6.0,7,0,false,0.0,55,5,7,4,27,48.0,6.0,8,1,true,-0.68,55,5,7,4,28,48.0,6.0,9,0,true,-0.68,56,5,7,4,29,48.0,6.0,10,0,true,-0.68,56,5,7,4,30,48.0,6.0,11,0,true,-0.68,56,5,7,4,31,48.0,6.0,12,0,false,0.0,56,5,7,4,31,48.0,6.0,13,1,true,12.32,56,5,7,5,32,61.0,13.0,0,0,false,0.0,56,5,7,5,32,61.0,13.0,1,1,true,-0.68,56,5,7,5,33,61.0,13.0,2,0,false,0.0,56,5,7,5,33,61.0,13.0,3,1,false,0.0,56,5,7,5,33,61.0,13.0,4,2,true,24.32,56,5,7,6,34,86.0,25.0,0,0,true,-0.68,56,5,7,6,35,86.0,25.0,1,0,false,0.0,56,5,7,6,35,86.0,25.0,2,1,true,-0.68,57,5,7,6,36,86.0,25.0,3,0
48,5,8,3,21,77.0,27.0,1,2,true,-0.68,48,5,8,3,22,77.0,27.0,2,0,true,-0.68,48,5,8,3,23,77.0,27.0,3,0,true,-0.68,48,5,8,3,24,77.0,27.0,4,0,false,0.0,48,5,8,3,24,77.0,27.0,5,1,true,9.32,48,5,8,4,25,87.0,10.0,0,0,true,20.32,48,5,8,5,26,108.0,21.0,0,0,true,-0.68,48,5,8,5,27,108.0,21.0,1,0,true,-0.68,48,5,8,5,28,108.0,21.0,2,0,true,-0.68,48,5,8,5,29,108.0,21.0,3,0,true,-0.68,48,5,8,5,30,108.0,21.0,4,0,true,-0.68,48,5,8,5,31,108.0,21.0,5,0,false,0.0,49,5,8,5,31,108.0,21.0,6,1,false,0.0,49,5,8,5,31,108.0,21.0,7,2,false,0.0,49,5,8,5,31,108.0,21.0,8,3,true,49.32,49,5,8,6,32,158.0,50.0,0,0,true,8.32,49,5,8,7,33,167.0,9.0,0,0,false,0.0,49,5,8,7,33,167.0,9.0,1,1,false,0.0,49,5,8,7,33,167.0,9.0,2,2,true,-0.68,49,5,8,7,34,167.0,9.0,3,0,true,-0.68,49,5,8,7,35,167.0,9.0,4,0,true,-0.68,49,5,8,7,36,167.0,9.0,5,0,false,0.0,49,5,8,7,36,167.0,9.0,6,1,true,-0.68,49,5,8,7,37,167.0,9.0,7,0,false,0.0,50,5,8,7,37,167.0,9.0,8,1
61,7,13,1,13,5.0,NA,NA,NA,true,19.32,61,7,13,2,14,25.0,20.0,0,0,true,9.32,61,7,13,3,15,35.0,10.0,0,0,false,0.0,61,7,13,3,15,35.0,10.0,1,1,false,0.0,61,7,13,3,15,35.0,10.0,2,2,false,0.0,61,7,13,3,15,35.0,10.0,3,3,true,-0.68,61,7,13,3,16,35.0,10.0,4,0,false,0.0,61,7,13,3,16,35.0,10.0,5,1,false,0.0,61,7,13,3,16,35.0,10.0,6,2,true,-0.68,61,7,13,3,17,35.0,10.0,7,0,true,-0.68,61,7,13,3,18,35.0,10.0,8,0,false,0.0,61,7,13,3,18,35.0,10.0,9,1,false,0.0,62,7,13,3,18,35.0,10.0,10,2,true,-0.68,62,7,13,3,19,35.0,10.0,11,0,true,-0.68,62,7,13,3,20,35.0,10.0,12,0,true,-0.68,62,7,13,3,21,35.0,10.0,13,0,true,49.32,62,7,13,4,22,85.0,50.0,0,0,true,-0.68,62,7,13,4,23,85.0,50.0,1,0,true,-0.68,62,7,13,4,24,85.0,50.0,2,0,true,9.32,62,7,13,5,25,95.0,10.0,0,0,true,-0.68,62,7,13,5,26,95.0,10.0,1,0,true,-0.68,62,7,13,5,27,95.0,10.0,2,0,false,0.0,62,7,13,5,27,95.0,10.0,3,1,true,-0.68,62,7,13,5,28,95.0,10.0,4,0,false,0.0,63,7,13,5,28,95.0,10.0,5,1
NA,2,4,7,29,70.0,10.0,1,2,false,0.0,NA,2,4,7,29,70.0,10.0,2,3,true,19.32,NA,2,4,8,30,90.0,20.0,0,0,true,-0.68,NA,2,4,8,31,90.0,20.0,1,0,true,-0.68,NA,2,4,8,32,90.0,20.0,2,0,true,-0.68,NA,2,4,8,33,90.0,20.0,3,0,false,0.0,NA,2,4,8,33,90.0,20.0,4,1,false,0.0,NA,2,4,8,33,90.0,20.0,5,2,true,-0.68,NA,2,4,8,34,90.0,20.0,6,0,false,0.0,NA,2,4,8,34,90.0,20.0,7,1,false,0.0,NA,2,4,8,34,90.0,20.0,8,2,true,9.32,NA,2,4,9,35,100.0,10.0,0,0,false,0.0,NA,2,4,9,35,100.0,10.0,1,1,false,0.0,NA,2,4,9,35,100.0,10.0,2,2,true,29.32,NA,2,4,10,36,130.0,30.0,0,0,true,-0.68,NA,2,4,10,37,130.0,30.0,1,0,false,0.0,NA,2,4,10,37,130.0,30.0,2,1,false,0.0,NA,2,4,10,37,130.0,30.0,3,2,true,-0.68,NA,2,4,10,38,130.0,30.0,4,0,true,-0.68,NA,2,4,10,39,130.0,30.0,5,0,false,0.0,NA,2,4,10,39,130.0,30.0,6,1,true,-0.68,NA,2,4,10,40,130.0,30.0,7,0,true,-0.68,NA,2,4,10,41,130.0,30.0,8,0,true,-0.68,NA,2,4,10,42,130.0,30.0,9,0,true,-0.68,NA,2,4,10,43,130.0,30.0,10,0
45,5,6,2,18,20.0,10.0,1,0,true,-0.68,45,5,6,2,19,20.0,10.0,2,0,false,0.0,45,5,6,2,19,20.0,10.0,3,1,true,-0.68,45,5,6,2,20,20.0,10.0,4,0,false,0.0,45,5,6,2,20,20.0,10.0,5,1,true,-0.68,45,5,6,2,21,20.0,10.0,6,0,true,-0.68,45,5,6,2,22,20.0,10.0,7,0,true,-0.68,45,5,6,2,23,20.0,10.0,8,0,true,-0.68,45,5,6,2,24,20.0,10.0,9,0,true,24.32,45,5,6,3,25,45.0,25.0,0,0,true,-0.68,45,5,6,3,26,45.0,25.0,1,0,true,24.32,45,5,6,4,27,70.0,25.0,0,0,true,-0.68,46,5,6,4,28,70.0,25.0,1,0,false,0.0,46,5,6,4,28,70.0,25.0,2,1,true,24.32,46,5,6,5,29,95.0,25.0,0,0,true,-0.68,46,5,6,5,30,95.0,25.0,1,0,false,0.0,46,5,6,5,30,95.0,25.0,2,1,true,-0.68,46,5,6,5,31,95.0,25.0,3,0,false,0.0,46,5,6,5,31,95.0,25.0,4,1,true,5.32,46,5,6,6,32,101.0,6.0,0,0,false,0.0,46,5,6,6,32,101.0,6.0,1,1,true,-0.68,46,5,6,6,33,101.0,6.0,2,0,true,-0.68,46,5,6,6,34,101.0,6.0,3,0,false,0.0,46,5,6,6,34,101.0,6.0,4,1,true,-0.68,47,5,6,6,35,101.0,6.0,5,0
48,1,1,4,14,31.0,5.0,2,3,false,0.0,48,1,1,4,14,31.0,5.0,3,4,false,0.0,48,1,1,4,14,31.0,5.0,4,5,true,-0.68,48,1,1,4,15,31.0,5.0,5,0,true,-0.68,48,1,1,4,16,31.0,5.0,6,0,true,-0.68,48,1,1,4,17,31.0,5.0,7,0,true,10.32,48,1,1,5,18,42.0,11.0,0,0,false,0.0,48,1,1,5,18,42.0,11.0,1,1,true,-0.68,48,1,1,5,19,42.0,11.0,2,0,true,4.32,48,1,1,6,20,47.0,5.0,0,0,true,-0.68,48,1,1,6,21,47.0,5.0,1,0,true,1.3199999999999998,48,1,1,7,22,49.0,2.0,0,0,true,-0.68,49,1,1,7,23,49.0,2.0,1,0,true,-0.68,49,1,1,7,24,49.0,2.0,2,0,false,0.0,49,1,1,7,24,49.0,2.0,3,1,true,-0.68,49,1,1,7,25,49.0,2.0,4,0,true,-0.68,49,1,1,7,26,49.0,2.0,5,0,false,0.0,49,1,1,7,26,49.0,2.0,6,1,true,-0.68,49,1,1,7,27,49.0,2.0,7,0,true,-0.68,49,1,1,7,28,49.0,2.0,8,0,false,0.0,49,1,1,7,28,49.0,2.0,9,1,false,0.0,49,1,1,7,28,49.0,2.0,10,2,false,0.0,49,1,1,7,28,49.0,2.0,11,3,false,0.0,49,1,1,7,28,49.0,2.0,12,4,true,-0.68,50,1,1,7,29,49.0,2.0,13,0
NA,3,12,21,63,99.0,5.0,3,1,true,-0.68,NA,3,12,21,64,99.0,5.0,4,0,false,0.0,NA,3,12,21,64,99.0,5.0,5,1,true,-0.68,NA,3,12,21,65,99.0,5.0,6,0,true,6.32,NA,3,12,22,66,106.0,7.0,0,0,true,-0.68,NA,3,12,22,67,106.0,7.0,1,0,true,4.32,NA,3,12,23,68,111.0,5.0,0,0,false,0.0,NA,3,12,23,68,111.0,5.0,1,1,true,4.32,NA,3,12,24,69,116.0,5.0,0,0,true,-0.68,NA,3,12,24,70,116.0,5.0,1,0,false,0.0,NA,3,12,24,70,116.0,5.0,2,1,true,-0.68,NA,3,12,24,71,116.0,5.0,3,0,true,-0.68,NA,3,12,24,72,116.0,5.0,4,0,true,-0.68,NA,3,12,24,73,116.0,5.0,5,0,true,-0.68,NA,3,12,24,74,116.0,5.0,6,0,true,-0.68,NA,3,12,24,75,116.0,5.0,7,0,false,0.0,NA,3,12,24,75,116.0,5.0,8,1,false,0.0,NA,3,12,24,75,116.0,5.0,9,2,false,0.0,NA,3,12,24,75,116.0,5.0,10,3,false,0.0,NA,3,12,24,75,116.0,5.0,11,4,true,-0.68,NA,3,12,24,76,116.0,5.0,12,0,true,14.32,NA,3,12,25,77,131.0,15.0,0,0,false,0.0,NA,3,12,25,77,131.0,15.0,1,1,true,-0.68,NA,3,12,25,78,131.0,15.0,2,0,true,1.3199999999999998,NA,3,12,26,79,133.0,2.0,0,0
67,4,11,1,16,20.0,20.0,10,1,true,19.32,67,4,11,2,17,40.0,20.0,0,0,false,0.0,67,4,11,2,17,40.0,20.0,1,1,true,-0.68,67,4,11,2,18,40.0,20.0,2,0,false,0.0,67,4,11,2,18,40.0,20.0,3,1,true,19.32,67,4,11,3,19,60.0,20.0,0,0,true,39.32,67,4,11,4,20,100.0,40.0,0,0,false,0.0,67,4,11,4,20,100.0,40.0,1,1,true,9.32,67,4,11,5,21,110.0,10.0,0,0,false,0.0,67,4,11,5,21,110.0,10.0,1,1,false,0.0,67,4,11,5,21,110.0,10.0,2,2,false,0.0,67,4,11,5,21,110.0,10.0,3,3,true,-0.68,68,4,11,5,22,110.0,10.0,4,0,true,4.32,68,4,11,6,23,115.0,5.0,0,0,false,0.0,68,4,11,6,23,115.0,5.0,1,1,true,-0.68,68,4,11,6,24,115.0,5.0,2,0,false,0.0,68,4,11,6,24,115.0,5.0,3,1,true,14.32,68,4,11,7,25,130.0,15.0,0,0,true,-0.68,68,4,11,7,26,130.0,15.0,1,0,true,-0.68,68,4,11,7,27,130.0,15.0,2,0,true,-0.68,68,4,11,7,28,130.0,15.0,3,0,false,0.0,68,4,11,7,28,130.0,15.0,4,1,false,0.0,68,4,11,7,28,130.0,15.0,5,2,true,-0.68,68,4,11,7,29,130.0,15.0,6,0,true,-0.68,69,4,11,7,30,130.0,15.0,7,0
68,1,NA,0,9,0.0,NA,NA,0,true,4.32,68,1,NA,1,10,5.0,5.0,0,0,false,0.0,68,1,NA,1,10,5.0,5.0,1,1,true,24.32,68,1,NA,2,11,30.0,25.0,0,0,true,-0.68,68,1,NA,2,12,30.0,25.0,1,0,true,-0.68,68,1,NA,2,13,30.0,25.0,2,0,true,-0.68,68,1,NA,2,14,30.0,25.0,3,0,true,-0.68,68,1,NA,2,15,30.0,25.0,4,0,false,0.0,68,1,NA,2,15,30.0,25.0,5,1,false,0.0,68,1,NA,2,15,30.0,25.0,6,2,true,-0.68,68,1,NA,2,16,30.0,25.0,7,0,true,-0.68,68,1,NA,2,17,30.0,25.0,8,0,false,0.0,69,1,NA,2,17,30.0,25.0,9,1,true,-0.68,69,1,NA,2,18,30.0,25.0,10,0,false,0.0,69,1,NA,2,18,30.0,25.0,11,1,true,-0.68,69,1,NA,2,19,30.0,25.0,12,0,false,0.0,69,1,NA,2,19,30.0,25.0,13,1,true,19.32,69,1,NA,3,20,50.0,20.0,0,0,true,-0.68,69,1,NA,3,21,50.0,20.0,1,0,true,-0.68,69,1,NA,3,22,50.0,20.0,2,0,true,-0.68,69,1,NA,3,23,50.0,20.0,3,0,true,24.32,69,1,NA,4,24,75.0,25.0,0,0,true,-0.68,69,1,NA,4,25,75.0,25.0,1,0,false,0.0,69,1,NA,4,25,75.0,25.0,2,1,true,-0.68,70,1,NA,4,26,75.0,25.0,3,0
86,NA,2,16,75,169.0,15.0,2,2,false,0.0,86,NA,2,16,75,169.0,15.0,3,3,true,9.32,86,NA,2,17,76,179.0,10.0,0,0,false,0.0,86,NA,2,17,76,179.0,10.0,1,1,false,0.0,86,NA,2,17,76,179.0,10.0,2,2,true,-0.68,86,NA,2,17,77,179.0,10.0,3,0,true,-0.68,86,NA,2,17,78,179.0,10.0,4,0,false,0.0,86,NA,2,17,78,179.0,10.0,5,1,false,0.0,86,NA,2,17,78,179.0,10.0,6,2,true,-0.68,86,NA,2,17,79,179.0,10.0,7,0,false,0.0,86,NA,2,17,79,179.0,10.0,8,1,false,0.0,86,NA,2,17,79,179.0,10.0,9,2,true,14.32,87,NA,2,18,80,194.0,15.0,0,0,false,0.0,87,NA,2,18,80,194.0,15.0,1,1,true,-0.68,87,NA,2,18,81,194.0,15.0,2,0,true,-0.68,87,NA,2,18,82,194.0,15.0,3,0,true,6.32,87,NA,2,19,83,201.0,7.0,0,0,true,-0.68,87,NA,2,19,84,201.0,7.0,1,0,true,-0.68,87,NA,2,19,85,201.0,7.0,2,0,true,-0.68,87,NA,2,19,86,201.0,7.0,3,0,true,-0.68,87,NA,2,19,87,201.0,7.0,4,0,true,-0.68,87,NA,2,19,88,201.0,7.0,5,0,true,-0.68,87,NA,2,19,89,201.0,7.0,6,0,false,0.0,87,NA,2,19,89,201.0,7.0,7,1,true,-0.68,88,NA,2,19,90,201.0,7.0,8,0
68,3,7,9,56,94.0,NA,NA,2,true,9.32,68,3,7,10,57,104.0,10.0,0,0,false,0.0,68,3,7,10,57,104.0,10.0,1,1,false,0.0,68,3,7,10,57,104.0,10.0,2,2,true,14.32,68,3,7,11,58,119.0,15.0,0,0,true,-0.68,68,3,7,11,59,119.0,15.0,1,0,true,-0.68,68,3,7,11,60,119.0,15.0,2,0,false,0.0,68,3,7,11,60,119.0,15.0,3,1,true,4.32,68,3,7,12,61,124.0,5.0,0,0,true,22.32,68,3,7,13,62,147.0,23.0,0,0,true,-0.68,68,3,7,13,63,147.0,23.0,1,0,true,-0.68,68,3,7,13,64,147.0,23.0,2,0,true,-0.68,69,3,7,13,65,147.0,23.0,3,0,true,9.32,69,3,7,14,66,157.0,10.0,0,0,false,0.0,69,3,7,14,66,157.0,10.0,1,1,false,0.0,69,3,7,14,66,157.0,10.0,2,2,true,-0.68,69,3,7,14,67,157.0,10.0,3,0,false,0.0,69,3,7,14,67,157.0,10.0,4,1,true,-0.68,69,3,7,14,68,157.0,10.0,5,0,true,7.32,69,3,7,15,69,165.0,8.0,0,0,false,0.0,69,3,7,15,69,165.0,8.0,1,1,false,0.0,69,3,7,15,69,165.0,8.0,2,2,true,-0.68,69,3,7,15,70,165.0,8.0,3,0,true,-0.68,69,3,7,15,71,165.0,8.0,4,0,false,0.0,70,3,7,15,71,165.0,8.0,5,1
